,target
613,0.9632565977266405
614,2.2636858372519537
615,1.3856992885397088
616,0
617,3.844753503547899
618,0
619,8.153379202793126
620,1.5021135138653734
621,0
622,0.18243753110412042
623,0
624,0.16417071693106156
625,0
626,32.31413228522411
627,0.9213400521214887
628,0
629,0
630,0
631,0
632,20.230517749165937
633,0
634,0
635,5.955483169582872
636,13.862757865268648
637,0
638,0
639,0
640,11.703459942305116
641,0
642,0
643,0
644,0
645,0.4993544986880001
646,0
647,0
648,0
649,0
650,0
651,26.48848328300003
652,9.526060778166203
653,0
654,0
655,2.735789044633983
656,18.712060496362554
657,1.4681194010376886
658,6.115789764298194
659,0
660,0
661,20.582173896063995
662,0
663,23.412032646174005
664,0
665,0
666,5.873371633699953
667,10.920988543286613
668,0
669,0
670,1.3823832193245997
671,0.9372665353257026
672,0
673,13.900609851509678
674,2.3242519358630385
675,0
676,2.1016224077619556
677,0
678,39.73091409595162
679,5.3062754835322625
680,7.807941163230007
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,2.3097248499498777
690,1.227449747145826
691,0
692,0
693,0
694,0
695,0
696,9.475335994775827
697,2.052689288864789
698,0
699,2.72405949709019
700,0
701,12.864117143168938
702,8.695620590357823
703,7.836946250716533
704,0
705,0.9433912590129814
706,0
707,5.370949747684286
708,0
709,0
710,68.29899641051759
711,0
712,0.20297933602001583
713,0
714,4.244936828727274
715,2.5863069992783365
716,0
717,0
718,0
719,0
720,0
721,25.324365903557936
722,2.0204849490868027
723,0
724,2.6750950327997582
725,0
726,0
727,0
728,0
729,0
730,0
731,3.998372169079947
732,1.1449227715520802
733,14.392807704647641
734,0
735,0.6518593062702673
736,17.317877099589197
737,3.485417831347039
738,0
739,12.290057680851382
740,7.777016255212779
741,0
742,6.063267837077717
743,0
744,0
745,2.6093461719022786
746,1.430867791606032
747,0.5667589395611086
748,0
749,12.44423824470552
750,0
751,1.0088949992740162
752,2.3948161801834607
753,215.6074376226284
754,0
755,0.9511349848081556
756,27.528409121461905
757,12.652109536862742
758,2.815328988494355
759,0
760,0
761,5.1851504181234755
762,11.102821632485163
763,1.7887227182792798
764,0
765,0
766,7.528767473547964
767,0
768,0.06664404575218308
769,8.980340789744883
770,5.863835706473595
771,2.7248879657580103
772,12.91779774473169
773,7.088020775756819
774,0
775,3.6205668033931313
776,0
777,0
778,1.7570872117763432
779,11.58705695457962
780,52.95661127489844
781,0
782,0
783,1.6274587656555464
784,29.605941979703346
785,0
786,5.159777975043583
787,5.659019185109856
788,0
789,0.7744105435091733
790,16.137802263182977
791,0
792,19.725018242966886
793,11.832657317064646
794,0
795,0
796,0
797,9.846804123906264
798,0.4352704791400295
799,2.7687126385940144
800,0
801,21.856280837647116
802,0
803,0
804,0.662746741727934
805,2.7511874994032066
806,13.923062088350857
807,0
808,35.44482860948592
809,21.18560999026801
810,4.502390752010878
811,0
812,2.2456902480775103
813,0
814,1.0268750891888172
815,0
816,0
817,9.97573774799085
818,16.531512909870752
819,0
820,3.2235064839752914
821,0
822,8.748336075349814
823,0
824,0
825,0.31238435231353945
826,9.903342384052037
827,5.750524017970786
828,0
829,1.0285955555978918
830,3.318757598367212
831,5.211353408039789
832,115.54609191814306
833,0
834,0
835,7.208902110923301
836,0
837,0
838,0
839,9.718803726246014
840,0
841,0.38404873920399085
842,6.513577787233588
843,86.33780003100705
844,0.03306000713119328
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,17.467652749501024
855,0
856,0
857,0
858,0
859,25.39485539053467
860,0
861,0
862,0
863,0
864,24.953593620716333
865,1.8319825879118512
866,4.615668181401556
867,0
868,4.336284028265947
869,0
870,0
871,0
872,14.032021196150122
873,8.96199155366663
874,3.8661310509989177
875,7.950503431442947
876,0.8420688752948711
877,0
878,0
879,51.788473970951
880,0
881,0
882,1.4849142729228064
883,49.798963576280265
884,12.701593094833504
885,0
886,16.615618244846967
887,0
888,1.022030863468772
889,28.05675435994593
890,0
891,3.7293102287713533
892,0
893,0
894,0
895,14.116073925047173
896,0
897,0
898,16.17764437050692
899,0
900,7.225336369238137
901,5.374875523399922
902,0
903,1.9199921655177021
904,18.320524995877445
905,0
906,0.5506321039227617
907,0
908,0
909,0
910,0
911,0
912,0
913,11.114736929034727
914,0
915,7.168119363979841
916,0.3107701111648806
917,0
918,0
919,2.4852654122970246
920,0
921,2.655980109777513
922,23.229345080854294
923,0
924,1.7182914166688816
925,0
926,0
927,0
928,52.47319849117638
929,0
930,16.48797092615254
931,0
932,0.9590708931980791
933,13.57240325265138
934,0
935,0.4721217988649786
936,4.3892974318653675
937,8.011830560065677
938,0
939,7.086351801512198
940,16.996031086369246
941,0
942,0
943,1.261491066951764
944,16.631831092126344
945,3.318732930196072
946,28.787843368305257
947,0
948,1.1326107670094632
949,3.810793048714889
950,0.5106069927873595
951,0
952,0
953,3.4398276328760713
954,0
955,0
956,0
957,0
958,14.528564605712091
959,0
960,1.5995732879129423
961,0
962,2.710341899957186
963,0
964,0
965,0
966,15.191470858499716
967,9.061920602631686
968,0
969,0
970,0
971,3.759595161436098
972,0
973,0
974,12.5927444906696
975,4.06556296067612
976,4.693118115476169
977,5.4662330912018575
978,9.871773141059878
979,6.427109820703176
980,10.570491218150094
981,7.742812345689753
982,0
983,6.339191744028403
984,1.961235449410381
985,0
986,0
987,0
988,1.6966907678684422
989,5.502235664799935
990,22.73586535508915
991,0
992,2.0610676741495637
993,0
994,12.614969964342363
995,17.1120959772212
996,23.158224260043244
997,5.430955129681288
998,0
999,27.266194310483346
1000,0
1001,0
1002,8.777533893511887
1003,38.46638054100851
1004,0
1005,0.22424561639848806
1006,0
1007,0.11999793324158592
1008,15.093523694764436
1009,9.79008767040102
1010,0
1011,11.665296619088245
1012,0
1013,14.98251251671368
1014,17.931422738187493
1015,9.066759484906848
1016,0
1017,7.319798486345112
1018,1.7167408717879642
1019,13.911734148466033
1020,0.306157214901686
1021,1.3956174626871656
1022,12.33436483790088
1023,36.08979257290626
1024,0
1025,9.213036893478327
1026,2.9402574099436123
1027,0
1028,3.4912970900379072
1029,0
1030,0
1031,16.631153649731242
1032,8.050489143094293
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0.09960893030601747
1040,0
1041,0
1042,0
1043,8.055368343632228
1044,0
1045,135.3953420643505
1046,0
1047,0
1048,2.595881515805333
1049,2.0629819649918106
1050,14.077706900269558
1051,8.758806783902012
1052,10.453587831486017
1053,13.29072509547445
1054,0
1055,2.159501905492614
1056,0
1057,0
1058,1.5026744613855905
1059,7.229601595724295
1060,0
1061,0
1062,6.376812554118368
1063,0
1064,1.949896322573281
1065,14.6602061151227
1066,0.061413816067112936
1067,0
1068,2.607806512159245
1069,0.9481892564817449
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,56.12650592690297
1080,3.8236224539691777
1081,5.465932681406309
1082,0
1083,0
1084,0
1085,2.951638160493406
1086,11.368047616037577
1087,0
1088,0
1089,0
1090,0
1091,1.3641488702828855
1092,1.2301135040943172
1093,0
1094,0
1095,0.8123339747368954
1096,4.443093452213592
1097,0
1098,0
1099,0
1100,0.3076913760984499
1101,0
1102,8.540279270890032
1103,0
1104,0
1105,0
1106,4.198367750202825
1107,0
1108,0
1109,20.797606965972705
1110,0
1111,0
1112,21.468058177585917
1113,0
1114,0
1115,14.966514393933108
1116,6.75625415468396
1117,0
1118,0
1119,7.9326771542701024
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,84.9185009782585
1130,2.0344392649108
1131,5.517933538140093
1132,1.023104491703886
1133,13.329453678295653
1134,25.972040163872688
1135,5.97512739973698
1136,0
1137,0
1138,0
1139,0
1140,8.23003711568805
1141,3.0370652706052894
1142,6.991119625284874
1143,1.1352915525001506
1144,0.9542353565361252
1145,1.8670235975817053
1146,1.4897758241733476
1147,0
1148,15.075473606561584
1149,0
1150,3.8702422477707508
1151,3.3619231168972386
1152,14.210608729112169
1153,0
1154,1.1387339078190757
1155,0.7339758474931899
1156,0
1157,3.2170378735906606
1158,13.34337013722941
1159,3.6983642011517803
1160,1.3812116474319915
1161,0.18961300003878767
1162,41.872782871318556
1163,0
1164,7.8048469108573535
1165,0
1166,1.670464025758885
1167,0
1168,0
1169,0.30482996839143794
1170,1.2201627498159726
1171,9.54276355757416
1172,1.320800751061857
1173,0.6554011251202803
1174,1.4701649946216682
1175,0
1176,0
1177,0.524171979608929
1178,3.6144322484224713
1179,0
1180,14.080017399980802
1181,0
1182,1.9263316000403405
1183,4.9994932781901955
1184,14.346768488834925
1185,1.8702645790326664
1186,1.1844884738064643
1187,0
1188,0
1189,0
1190,0
1191,2.7766494694306423
1192,0
1193,10.441165975604882
1194,38.25147472496292
1195,0
1196,0
1197,4.002640776124208
1198,0
1199,1.958193659163066
1200,9.325505933080537
1201,0
1202,12.479490628102136
1203,19.288702509380176
1204,1.9081296646792612
1205,11.19429636875393
1206,37.50449899548812
1207,0
1208,0
1209,6.758096804880495
1210,1.828849358831371
1211,0
1212,5.3218922562593844
1213,13.908608105092167
1214,0
1215,0
1216,0
1217,0
1218,8.525791965419552
1219,0
1220,4.809477163385151
1221,0.4077046036296701
1222,0
1223,13.087870885286256
1224,0
1225,0.2333017617655151
1226,0
1227,0
1228,0
1229,22.859166216018863
1230,0
1231,4.189565283576629
1232,0
1233,0.2976345452036404
1234,0
1235,0
1236,0.34752622368067243
1237,0
1238,3.1388095824122733
1239,8.741873424136891
1240,50.63599705146061
1241,0
1242,10.42442209541809
1243,7.838785824068678
1244,3.7810036492821486
1245,1.499997595527033
1246,1.7152396607598754
1247,0
1248,0
1249,0
1250,8.728986462481986
1251,0
1252,0
1253,0
1254,28.094866079258733
1255,17.54456224136648
1256,167.67227436891517
1257,0
1258,6.784443141687614
1259,17.634802402471255
1260,11.92377248227165
1261,0.3989856537820713
1262,2.5127123730173837
1263,1.3654719671028328
1264,0
1265,0
1266,0
1267,0
1268,0
1269,25.190739566676115
1270,0
1271,0
1272,1.7353585898166444
1273,0
1274,0
1275,0
1276,18.81004744282196
1277,9.30523383861235
1278,0.528651506716979
1279,0
1280,14.27964463528359
1281,24.73586752451606
1282,0
1283,0
1284,0
1285,2.097459894744822
1286,0
1287,11.851169169242992
1288,0
1289,5.314153525379959
1290,0
1291,12.126591566268337
1292,7.997368334992682
1293,0
1294,17.524138819898177
1295,0
1296,0
1297,1.4716996067581616
1298,4.7535040307915715
1299,0
1300,7.1404742249514745
1301,26.5737436951029
1302,1.359037864266302
1303,45.37324372692228
1304,0.16297538865140204
1305,0
1306,0
1307,2.010952193900535
1308,2.7365033003982555
1309,0
1310,0
1311,0
1312,0
1313,5.297095112761552
1314,0
1315,0
1316,0.697944403459577
1317,0
1318,0
1319,21.077049786776698
1320,0
1321,1.3452637978222284
1322,2.0273807332943994
1323,14.185217800953486
1324,0
1325,0
1326,96.39323421514159
1327,14.755878509259658
1328,0
1329,0.13331375257009315
1330,0
1331,2.1523062555544876
1332,0
1333,0
1334,17.964773328487475
1335,7.857772374276015
1336,0
1337,0
1338,0
1339,0
1340,0
1341,1.6492032343780803
1342,0
1343,0
1344,0
1345,10.00043094459108
1346,4.533179566623497
1347,5.669080449808423
1348,0
1349,5.7147583491142
1350,0
1351,2.09772298975549
1352,0
1353,2.472140923160116
1354,3.0876774174081625
1355,0
1356,0
1357,0
1358,83.43422255064073
1359,0
1360,0
1361,4.4875438255395625
1362,0
1363,0
1364,0
1365,0
1366,14.427014722515265
1367,0
1368,0
1369,7.180810433557507
1370,0
1371,0
1372,0
1373,0
1374,6.250350478794424
1375,0
1376,0
1377,10.071475888907022
1378,0
1379,0.03811336411661914
1380,15.765177636284589
1381,5.440911110129576
1382,0.21936423558762508
1383,0
1384,0
1385,0
1386,0
1387,4.622141893090913
1388,0
1389,17.425090111171247
1390,7.5565714107070185
1391,0
1392,14.238619490325982
1393,5.488282698634624
1394,0
1395,0
1396,2.934340900963276
1397,0
1398,0
1399,9.369976355173877
1400,0
1401,0
1402,1.2166892738991568
1403,24.09977816611294
1404,0
1405,0
1406,9.181112602242512
1407,0
1408,14.482145908611786
1409,0
1410,1.5309486947675857
1411,12.587192838172703
1412,0
1413,0.12872688699904922
1414,0
1415,0
1416,0
1417,0
1418,0.019191421231853578
1419,0
1420,3.1693081900534765
1421,0
1422,2.447921790838369
1423,0
1424,37.18584303126077
1425,1.5603692791069372
1426,0
1427,3.939518122650791
1428,7.025224349336625
1429,0
1430,0
1431,0
1432,0
1433,10.175960055300765
1434,5.086357990215643
1435,0
1436,6.27726772590108
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0.06994236714393764
1443,0
1444,0
1445,1.245657069700575
1446,0
1447,0
1448,0
1449,13.149125744308536
1450,11.20127349200989
1451,0
1452,0
1453,0
1454,3.450873570335606
1455,24.361525120047215
1456,0
1457,10.748732346116912
1458,13.569049061069173
1459,0
1460,0
1461,0
1462,0
1463,23.105124583580803
1464,2.324551399735203
1465,0
1466,0
1467,10.980642106678077
1468,13.177816432018567
1469,0
1470,0.8529111151951834
1471,0.1705909867912525
1472,3.494040453343337
1473,0
1474,4.998118348622954
1475,0
1476,3.5244020579679765
1477,0
1478,0.8340758749685917
1479,4.623221538067362
1480,6.587646364900708
1481,2.5425056777977617
1482,0
1483,0
1484,0
1485,6.116729775515507
1486,0
1487,0
1488,0
1489,0.5850142274732977
1490,50.82125202677763
1491,0
1492,0
1493,0
1494,5.384621599675516
1495,0
1496,1.0065234337086326
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0.8078778882321465
1504,0.07164844080439137
1505,0
1506,5.599019248959804
1507,20.880335022401514
1508,11.477238852941769
1509,0
1510,0
1511,12.32053951221894
1512,0
1513,0
1514,0
1515,7.0421167049686595
1516,1.576202835394244
1517,0
1518,0
1519,1.9706889708713733
1520,0
1521,14.523635654785476
1522,1.005375110319831
1523,7.2378898217776175
1524,0
1525,34.76895721647668
1526,0
1527,5.7925644195432575
1528,0
1529,0.2446033113068795
1530,17.878280153308893
1531,0
1532,2.602534581443307
1533,1.1350011010814263
1534,11.000787830332591
1535,0.9532746479066341
1536,0
1537,2.5435443958344974
1538,0
1539,0
1540,0
1541,0
1542,6.581021067657529
1543,0.6953547535830924
1544,0
1545,0
1546,14.150087638476998
1547,0
1548,166.40133743598867
1549,14.011459850549725
1550,0
1551,0
1552,0.6578514259929782
1553,0
1554,27.31002942490746
1555,0
1556,0
1557,7.389041815716524
1558,0.8632110694666184
1559,0
1560,0.38423910440782283
1561,12.981169119024626
1562,0.9457248496292752
1563,0
1564,0
1565,0
1566,0.9484707520449054
1567,0
1568,0
1569,0
1570,0
1571,0
1572,19.35604305544083
1573,5.035374180236756
1574,0
1575,15.59619648229083
1576,29.641381492800075
1577,0
1578,0
1579,4.894018820446192
1580,8.302487095491806
1581,2.8546790211368913
1582,2.180785022801325
1583,25.369955541527244
1584,0
1585,56.855468340169104
1586,17.383362525761395
1587,18.847534670588004
1588,1.3836571165763165
1589,1.717911290212084
1590,1.200360594082388
1591,0
1592,1.5353402779841772
1593,11.905066610409259
1594,0
1595,1.338907288283791
1596,0
1597,17.807509127537394
1598,0
1599,25.526890744946623
1600,6.91031077679181
1601,6.372965916400217
1602,0
1603,2.2196207506930277
1604,0
1605,5.009012317154529
1606,0
1607,0
1608,0.05756296220902257
1609,6.386544091727783
1610,34.437441713502025
1611,0
1612,0
1613,8.096367049217191
1614,7.0676682726407805
1615,0
1616,0
1617,26.8393823289754
1618,0
1619,2.3022539047037767
1620,0
1621,2.130393089353704
1622,13.139178875105166
1623,5.386172148582347
1624,0
1625,0
1626,0
1627,35.02052980759853
1628,0
1629,0
1630,0
1631,6.094155513886607
1632,0
1633,0
1634,4.0409962285486
1635,0
1636,20.062942314805902
1637,0.9172035557003739
1638,3.7365517945270295
1639,23.248244421972
1640,10.009940844888833
1641,0
1642,10.8186104305393
1643,15.054730913217956
1644,0
1645,0.5023189728797459
1646,3.991823615492975
1647,6.8665660209037735
1648,0
1649,9.086163551955398
1650,0
1651,5.137320543936784
1652,0
1653,0
1654,0
1655,1.0747572641876335
1656,0
1657,1.5601165910672394
1658,3.2035772194164958
1659,0.7876126807535404
1660,11.58491522974521
1661,72.37082794299145
1662,0
1663,0
1664,0
1665,0
1666,0
1667,0
1668,16.401166531631784
1669,0
1670,0.41694288043944727
1671,0.8294198234248245
1672,0.45637616588494323
1673,0
1674,0
1675,0.0891958408643303
1676,0.6532823338360729
1677,1.428117230008509
1678,0.41377516161994743
1679,6.137205948026189
1680,3.3193591014032195
1681,0
1682,14.718806774414634
1683,0
1684,1.8289659065553354
1685,11.200149835092516
1686,4.1076944637063395
1687,0
1688,0
1689,8.123672278557358
1690,19.614154741622734
1691,14.438131686839712
1692,0
1693,27.34715236911151
1694,0.08318669823758817
1695,25.695685436814177
1696,0
1697,0
1698,1.096014377837919
1699,0
1700,0
1701,7.48557398825726
1702,0
1703,0
1704,0
1705,1.6149802144176764
1706,2.2765262110729765
1707,0
1708,16.890844277094022
1709,0.8255393464857059
1710,8.416559989478055
1711,0
1712,1.9932818147905313
1713,0
1714,0
1715,14.265804406583237
1716,0.15058021780641306
1717,0
1718,0
1719,0
1720,25.373283142572134
1721,0
1722,2.0533368695810914
1723,0
1724,0
1725,1.9225338697686631
1726,0.8457630668440665
1727,1.858859830718153
1728,0
1729,7.648691110565757
1730,0
1731,15.759977276110645
1732,0
1733,0.1180082228169197
1734,3.042311865928859
1735,40.77818907956971
1736,0.14806223903957827
1737,0
1738,0
1739,0
1740,0
1741,14.954811638710606
1742,10.831823781309312
1743,0
1744,0
1745,0
1746,0
1747,8.777000179255362
1748,5.3668418227064905
1749,31.983437780718496
1750,0
1751,0
1752,0
1753,0.1350784253596049
1754,0
1755,10.263993887956426
1756,0
1757,0
1758,0.3356440891464163
1759,0
1760,0.5440843751296796
1761,14.523075067322102
1762,5.508880768460847
1763,0
1764,0.4092005626038846
1765,15.725868875747544
1766,5.5341059849045
1767,0
1768,9.839342747175134
1769,0
1770,0
1771,0
1772,0
1773,0.9515732905371173
1774,0.7686579272440555
1775,0
1776,6.107856344275842
1777,9.064409428120271
1778,0
1779,12.647641428683583
1780,0
1781,0.9972883641562702
1782,0.20329517501133942
1783,0
1784,2.8602216255957273
1785,0
1786,0
1787,0
1788,3.6452174621412836
1789,6.635886265984958
1790,0
1791,0
1792,0
1793,0
1794,0
1795,5.930490915158407
1796,0
1797,3.196516985287668
1798,0
1799,0.21479555680065454
1800,0
1801,109.24388921379077
1802,1.8957367064511204
1803,10.453894805891581
1804,0.056483390209967066
1805,3.814794756734672
1806,3.8866385804702333
1807,0
1808,0
1809,0.005825824877896846
1810,0
1811,0
1812,0
1813,11.14583784429535
1814,8.004263964762195
1815,0
1816,4.373377188489846
1817,20.177272275089408
1818,0
1819,10.128603344745311
1820,1.6565029966229816
1821,5.062844305132895
